-4500,4400,0
-4100,3000,0
-1800,2400,0
-2500,3400,0
-2000,1400,0
4500,4400,1
4100,3000,1
1800,2400,1
2500,3400,1
2000,1400,1
-4500,-4400,2
-4100,-3000,2
-1800,-2400,2
-2500,-3400,2
-2000,-1400,2
4500,-4400,3
4100,-3000,3
1800,-2400,3
2500,-3400,3
2000,-1400,3
-4836,-7,2
-3482,-1313,2
-1334,-3357,2
-370,207,0
-2785,-2484,2
-2491,-3008,2
-1739,-599,2
-4399,-2376,2
-2243,-608,2
-3149,-1020,2
-4180,-1611,2
-2861,-2603,2
-1586,-2109,2
-4816,-1771,2
-211,335,0
-4113,-59,2
-3464,-3147,2
-3889,-3694,2
-4657,-961,2
-325,-4152,2
-37,-3665,2
-2489,-1034,2
-1054,-1621,2
-1861,-94,2
-4376,-4615,2
-3729,-804,2
-4269,-2445,2
-1285,76,2
-3824,44,2
-4645,-940,2
-3071,-3542,2
316,-4546,2
-3728,-2642,2
-4334,337,2
-1643,-1480,2
-3557,-4394,2
-1429,-170,2
-1168,-3711,2
-534,-3321,2
-4033,425,2
-2526,-2921,2
-1778,-3678,2
-2717,-3833,2
-4791,-1086,2
166,-3347,2
-1101,-1987,2
-2293,-2033,2
-3618,-2724,2
-220,-2776,2
298,-281,0
-2065,-2994,2
-765,-3033,2
153,-4509,2
-4195,287,2
429,-2267,2
-1189,-4164,2
-1260,-2016,2
-2206,-1601,2
-1098,-4046,2
-3000,-4959,2
-1828,-1441,2
-872,-2721,2
-3567,-858,2
-1817,319,2
-4738,-3530,2
-3467,-972,2
-3803,-1920,2
-1389,-2654,2
-1063,32,2
-1966,-706,2
-3006,-3589,2
103,152,0
-287,-3899,2
-1669,-1064,2
-4416,477,2
-3935,-1837,2
-1801,-4172,2
-1606,-3518,2
481,-2477,2
-3907,-2060,2
-3090,295,2
-791,149,2
-2870,472,2
-2959,-852,2
-817,-2851,2
-3684,-3391,2
156,-79,0
-2426,-4648,2
-2188,-2102,2
-983,-3638,2
-4774,-2080,2
-3325,-2492,2
50,-1210,0
-2772,-1922,2
-2751,-101,2
-977,-1942,2
-508,-1151,2
-3930,-1044,2
-2690,-3511,2
-3817,-428,2
-4322,-1740,2
-3155,-3345,2
-1715,-1846,2
-2403,-4254,2
-3318,-1244,2
234,-1639,2
-1981,-1817,2
-4741,289,2
-4199,-923,2
-1415,-2443,2
-3672,-1071,2
-1627,-2186,2
-1850,498,2
-436,-176,0
-3382,-557,2
-3149,-3672,2
-2231,-2845,2
-605,-1881,2
