-4500,4400,0
-4100,3000,0
-1800,2400,0
-2500,3400,0
-2000,1400,0
4500,4400,1
4100,3000,1
1800,2400,1
2500,3400,1
2000,1400,1
-4500,-4400,2
-4100,-3000,2
-1800,-2400,2
-2500,-3400,2
-2000,-1400,2
4500,-4400,3
4100,-3000,3
1800,-2400,3
2500,-3400,3
2000,-1400,3
-2523,-743,2
-3337,364,0
4387,-2225,3
-4558,1742,0
1664,-3772,3
-3309,-2951,2
228,2772,1
4513,2362,1
1749,-1582,3
-1727,192,0
497,386,1
2002,-3481,3
3484,3062,1
1634,-3666,3
-1620,4391,0
-1025,-4425,2
-1694,-3452,2
-3628,-1882,2
-848,-356,2
-2,-793,2
-2324,-3072,2
-4618,-617,2
-1167,-1401,2
4403,-1108,3
-4083,-4788,2
-73,-423,2
-2758,502,0
4826,2330,1
-2494,-515,2
4104,2092,1
-2433,-2303,2
1648,-3017,3
-2949,4508,0
2021,648,1
-1330,-3094,2
4956,-4151,3
3511,-1832,3
2150,-2177,3
-2177,-3673,2
-3119,-192,2
-4968,166,0
1587,2494,1
3689,-4110,3
-2312,-3075,2
2458,4130,1
464,-4793,3
-3803,4401,0
-3221,-3472,2
452,-785,3
-3593,-69,2
-4274,-4556,2
-1815,-1402,2
3407,3300,1
-4801,-2435,2
-4611,3639,0
-2787,113,0
-2936,1864,0
-494,-3211,2
1357,-3384,3
-1429,-1072,2
-1764,-1291,2
-3408,-62,2
-2946,4093,0
1385,-2715,3
-3645,2348,0
2985,-4947,3
-2072,-1911,2
100,1636,1
-3444,-143,2
-1609,971,0
-114,-2644,2
-3384,-4921,2
-475,-3988,2
1348,1115,1
-372,1486,0
2577,-3372,3
-3909,4464,0
2688,-1538,3
-4836,3671,0
-3854,3963,0
583,-4746,3
-2068,-452,2
-183,4980,0
-3364,-4961,2
-4325,-1538,2
-1610,1653,0
4850,-3719,3
4539,893,1
-365,2254,0
-4183,-2744,2
1159,4215,1
1509,1456,1
-833,-4941,2
2518,-3498,3
4534,3061,1
228,-1229,3
-1707,-201,2
2382,515,1
1228,-1616,3
-4142,704,0
-2790,-3506,2
1018,-4670,3
-3068,2815,0
-1076,3877,0
-2679,-152,2
-4891,-2711,2
954,732,1
3689,-2598,3
-4691,-1237,2
2088,3624,1
2355,-950,3
1408,1359,1
3782,-239,3
3288,4979,1
-143,-3637,2
3083,-599,3
775,-2942,3
2620,-1138,3
2937,-2877,3
792,369,1
4195,-2684,3
3829,-2981,3
-607,-4362,2
3668,-1896,3
