-4500,4400,0
-4100,3000,0
-1800,2400,0
-2500,3400,0
-2000,1400,0
4500,4400,1
4100,3000,1
1800,2400,1
2500,3400,1
2000,1400,1
-4500,-4400,2
-4100,-3000,2
-1800,-2400,2
-2500,-3400,2
-2000,-1400,2
4500,-4400,3
4100,-3000,3
1800,-2400,3
2500,-3400,3
2000,-1400,3
4515,-1770,3
-1630,-1705,2
-4325,-1848,2
2362,1642,1
790,-283,3
-736,2373,0
1865,-349,3
4502,-3287,3
-4797,3022,0
-1503,2699,0
-3797,2410,0
4069,1171,1
1026,-3987,3
-3343,-2794,2
-55,-4433,2
-1979,-191,2
83,-2179,3
4915,-1020,3
-3761,-2400,2
-1700,2345,0
-2949,-2869,2
-2851,-1275,2
-4501,-684,2
-895,-3371,2
2840,3206,1
4656,-590,3
4617,455,1
4569,1552,1
-2899,-324,2
-785,-1642,2
2579,-1745,3
4991,-1269,3
2444,-3494,3
-2099,-3562,2
3070,-114,3
254,2323,1
2965,-798,3
3008,-2925,3
-3969,-2900,2
-4272,3485,0
-1168,-4441,2
-301,-4039,2
-4383,-1613,2
4426,-3870,3
-2967,-4211,2
3034,-4100,3
4061,-422,3
2945,4810,1
434,164,1
3342,-4017,3
632,-3835,3
-2868,-2593,2
-1670,-1644,2
1107,1764,1
-3305,2981,0
-2527,-1672,2
4377,-1458,3
-4577,-4280,2
-2638,4357,0
-4075,888,0
1859,1096,1
3187,-3563,3
991,-4116,3
3667,1511,1
1556,2489,1
1849,-3643,3
622,-3004,3
4413,-1670,3
1195,-2906,3
4530,-3003,3
-2272,1205,0
-3110,-4403,2
-1587,-3210,2
3303,1426,1
-1118,44,0
4160,2558,1
-3993,1326,0
4020,-4174,3
-2335,-240,2
-3095,3799,0
25,-3054,3
1915,-4596,3
2278,-4233,3
4474,-1710,3
3047,-601,3
-3263,984,0
946,-2880,3
-971,-3281,2
-3071,-2905,2
378,1762,1
1928,343,1
-2527,-1610,2
2182,0,1
4100,-680,3
996,-3553,3
1624,4610,1
164,-4889,3
-2520,846,0
-2332,-3658,2
4571,442,1
3571,-2283,3
3340,-1731,3
2818,-1134,3
-1387,755,0
-1359,-2862,2
-4587,2490,0
3490,3192,1
2721,3825,1
-2566,2411,0
-2213,-4492,2
-1963,4855,0
-2616,4855,0
270,4824,1
-3868,-2616,2
-1719,2625,0
4882,608,1
1776,3540,1
2580,1472,1
1852,-3188,3
-408,-4813,2
3385,-3316,3
442,-3421,3
-3620,3051,0
-605,655,0
-1140,1367,0
