-4500,-4400,0
-4100,-3000,0
-1800,-2400,0
-2500,-3400,0
-2000,-1400,0
4500,-4400,1
4100,-3000,1
1800,-2400,1
2500,-3400,1
2000,-1400,1
-4500,4400,2
-4100,3000,2
-1800,2400,2
-2500,3400,2
-2000,1400,2
4500,4400,3
4100,3000,3
1800,2400,3
2500,3400,3
2000,1400,3
-3569,4239,2
-3166,4223,2
345,2676,3
-4130,2796,2
-579,1193,2
-3259,4548,2
-1247,3294,2
-224,584,2
-2411,470,2
61,248,2
-3255,3235,2
-1675,3122,2
-1003,1212,2
-2380,2165,2
-3959,1905,2
-3324,3068,2
-2279,2751,2
-1066,3948,2
-1751,1729,2
71,2636,3
-4184,603,2
-4200,1631,2
-4471,1056,2
-3371,1370,2
-3993,3674,2
-1547,2253,2
-1765,4910,2
-1765,-262,2
-1125,720,2
-2530,3620,2
-3178,3853,2
-3088,509,2
-2878,2998,2
-490,1113,2
-3804,4760,2
-2304,3635,2
-3284,-444,2
-1426,-179,2
482,2184,3
-1300,3423,2
-3163,-414,2
-2002,950,2
-3058,3181,2
-463,396,2
182,-141,2
-2841,2026,2
-2482,4226,2
-2407,2565,2
-485,3865,2
-1318,2575,2
-3509,2252,2
-3012,2542,2
-2739,3464,2
-4699,424,2
-724,3820,2
172,2756,3
-257,3858,2
-2848,4347,2
-3637,4900,2
-2039,1585,2
-4320,158,2
-2762,4438,2
-3239,-76,2
104,4767,2
-4591,1257,2
-1050,3579,2
258,1209,2
-2965,-494,2
-95,-458,2
-2402,1909,2
-1448,1067,2
-1105,1993,2
-2015,1838,2
-3060,2512,2
-2993,2255,2
-4104,3959,2
-980,236,2
-371,2211,3
-474,4931,2
-2491,3835,2
-4805,3809,2
-3605,1855,2
119,4014,2
-464,3307,2
-3513,2862,2
-1717,364,2
-4064,-433,2
-478,1932,3
-3307,4239,2
-790,4474,2
-1696,4951,2
-3144,2526,2
-1222,708,2
-603,2399,3
111,3467,2
-2927,4305,2
-3331,1231,2
-3776,900,2
-4070,2094,2
-2749,464,2
-3016,4372,2
167,-279,2
-939,2956,2
-4736,522,2
-4355,183,2
-1666,366,2
-2330,1603,2
-4226,2854,2
-2848,3448,2
-276,3340,2
-3235,3594,2
-4905,1436,2
-1207,1695,2
-4417,2075,2
-1543,4793,2
305,4993,2
-4566,3077,2
-1734,3045,2
-47,3149,2
-1979,4226,2
-3135,4346,2
-4219,3027,2
-3771,3451,2
-1767,2226,2
-2156,3319,2
-4952,26,2
-2168,2463,2
-4982,4216,2
