-4500,-4400,0
-4100,-3000,0
-1800,-2400,0
-2500,-3400,0
-2000,-1400,0
4500,-4400,1
4100,-3000,1
1800,-2400,1
2500,-3400,1
2000,-1400,1
-4500,4400,2
-4100,3000,2
-1800,2400,2
-2500,3400,2
-2000,1400,2
4500,4400,3
4100,3000,3
1800,2400,3
2500,3400,3
2000,1400,3
-3889,812,2
-124,137,2
-4150,-293,2
-3090,2682,2
363,3239,3
-3448,3802,2
-776,4315,3
-3367,-201,2
-3013,2386,2
-3764,4489,2
-4429,3901,2
-1917,4613,3
-2597,4341,3
-4318,1481,2
-224,29,2
-843,1664,2
-2969,-117,2
41,50,2
-4286,1255,2
-1604,1051,2
-2873,-91,2
216,3645,3
-1666,837,2
-1516,2855,2
-845,1109,2
-3758,3935,2
-4116,3885,2
-503,1370,2
-1387,1351,2
-42,-257,2
-2493,165,2
-1820,4561,3
-103,3655,3
-3173,1106,2
-2099,4690,3
-3761,1618,2
-2660,3470,2
-1299,2859,2
-1294,4806,3
-4212,2685,2
-2559,-292,2
-1937,-332,2
51,-441,2
-618,1661,2
-3288,1697,2
-4296,1083,2
-1375,4544,3
-3638,2853,2
-4664,1866,2
-4332,3425,2
-3497,2212,2
-656,1039,2
-806,1588,2
329,1955,2
-4348,306,2
-3934,607,2
-668,843,2
-1019,4735,3
-138,3576,3
-4537,3008,2
-686,1141,2
-4062,-258,2
-1353,3143,2
-1765,3785,2
-2984,1510,2
246,1007,2
-2799,4347,3
-4896,2944,2
-2779,1331,2
-550,1841,2
-1171,-182,2
-1389,2621,2
-1710,-67,2
156,381,2
-1009,4141,3
73,4903,3
-667,3289,3
-4731,1593,2
-116,2864,3
-1939,-456,2
-951,1546,2
-4510,1621,2
-2323,2402,2
-882,1452,2
-325,4915,3
-1695,4889,3
-2098,3240,2
-3878,1551,2
-3520,1392,2
-1770,3120,2
-1714,3589,2
-2841,3417,2
-4383,-278,2
-2263,3593,2
-876,4288,3
-3823,3162,2
-488,3608,3
-4947,1475,2
-475,3776,3
-64,846,2
-3831,1891,2
-3929,-214,2
35,2483,3
-1296,4425,3
-4680,3277,2
-46,2922,3
-2915,4470,3
-488,2794,3
-3367,1786,2
346,2940,3
-3469,3633,2
-3726,2799,2
-3158,880,2
-2946,822,2
-3117,270,2
-2849,3800,2
-4997,2979,2
-400,2068,2
-736,-286,2
-3226,2509,2
42,-410,2
-3121,3560,2
-4857,194,2
-524,-79,2
-1576,2065,2
-600,3347,3
-1377,3652,2
155,4721,3
-3491,1867,2
