-4500,4400,0
-4100,3000,0
-1800,2400,0
-2500,3400,0
-2000,1400,0
4500,4400,1
4100,3000,1
1800,2400,1
2500,3400,1
2000,1400,1
-4500,-4400,2
-4100,-3000,2
-1800,-2400,2
-2500,-3400,2
-2000,-1400,2
4500,-4400,3
4100,-3000,3
1800,-2400,3
2500,-3400,3
2000,-1400,3
-1490,-4091,2
-4544,-2999,2
-2774,-3361,2
-491,-3015,2
-4111,-3425,2
-4325,-2140,2
-593,-29,2
-381,95,0
-4542,-3096,2
425,-3083,3
-1083,-2505,2
-477,-2654,2
-320,14,0
-3830,-3419,2
-1746,-1816,2
-4089,488,0
-61,-1379,2
-2147,-4936,2
-367,411,0
-2058,-4692,2
-3812,-3845,2
-1237,-3746,2
-2748,-4547,2
-4784,-850,2
-2432,-4447,2
-771,-1113,2
143,-2699,3
18,-433,3
-1815,-4391,2
-3872,-4794,2
-4065,-3241,2
-2315,-3377,2
-2073,-1360,2
1,-295,1
-3392,-1842,2
-1733,-1604,2
-4811,-3003,2
-1217,-2782,2
-545,-1155,2
-2359,-3663,2
-4993,-3418,2
-1433,-2368,2
-4894,-4058,2
-4687,-1172,2
-3899,-2346,2
-4608,-4833,2
-3033,-672,2
-3936,-3760,2
-3945,-2017,2
-3566,-1378,2
490,-1901,3
-1891,-3186,2
23,-4583,3
-2158,-791,2
-60,-2744,2
334,-2061,3
-378,-4835,2
336,-736,3
-2344,-4209,2
-1622,-3353,2
-4851,-3951,2
82,-2309,3
-497,-3379,2
283,-88,1
-3294,-2017,2
-2067,-3626,2
-3437,-2350,2
-366,-3972,2
-2524,-4485,2
-4937,-1001,2
-4869,-1852,2
-3400,-43,2
-1763,-1772,2
-168,-4860,2
-2555,-785,2
-2811,-4307,2
-222,-4167,2
-3597,-4049,2
440,475,1
-3628,-4133,2
-1079,-3828,2
163,-1456,3
-1819,-2083,2
332,325,1
-736,-1807,2
-464,-1754,2
-2857,-1970,2
-3399,-3911,2
-1098,-3126,2
-3068,-2428,2
-3876,-2396,2
-1541,-2476,2
-1500,-2779,2
-3269,-1429,2
-1334,-3092,2
-1516,-371,2
-2474,-2294,2
-683,-3117,2
-3481,-1698,2
-2229,-2709,2
-1111,-2818,2
-4400,-3150,2
-3701,-945,2
-2829,-1092,2
-4186,-2987,2
-1490,-3019,2
-3348,-3775,2
-3864,-4515,2
-2409,-4812,2
-1406,-4695,2
-3290,-3525,2
-4054,-4515,2
-3305,-263,2
-2841,-2209,2
-2252,-4649,2
-200,-4837,2
